Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks,Monthly Revenue,Annual Burn Rate,Customer Acquisition Cost (CAC),Customer Lifetime Value (CLV),Active Users,Revenue Growth Rate (%),Funding Utilization (%),Profit Margin (%),Valuation at Funding,Operating Expenses
2459,28/09/2015,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,"3,00,00,000",late Stage (part of $500M funding rnd),1713462,7686939,415,3017,1778390,42.0%,66.8,18.4,394001567,279921
2460,29/09/2015,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"68,00,00,000",Late Stage (Alibaba @ 40% equity),1091587,12203615,323,244,1401947,-1.8,60.9%,,465832670,1487318
2461,29/09/2015,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,"10,00,00,000",Late Stage,2381093,12401498,130,3716,1830783,0.7,105.4%,-5.8,33631243,1328644
2462,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"3,60,00,000",Series B,2937141,,46,1304,41824,-15.6%,84.5%,,456872525,935650
2463,29/09/2015,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Funding,,,2330214,6239073,444,1066,542057,-2.6%,83.7,11.0%,218225710,932988
2464,29/09/2015,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,,,993522,17323780,169,438,97288,-2.0%,42.2,26.4,400435960,1945338
2465,29/09/2015,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,"3,50,000",,1519801,9038043,454,829,949369,,95.0,-35.2,21250830,1255773
2466,29/09/2015,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,,3404044,5000081,384,2475,923416,8.5,23.7,-22.2,215091182,728026
2467,30/09/2015,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"50,00,000",,154375,,480,1420,"1,963,248",-10.3%,41.4,24.6,285434447,664519
2468,30/09/2015,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,"10,00,000",,1086179,,331,1939,,43.9,61.3,4.0,213456495,1928090
2469,30/09/2015,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,Super angel round,4463860,8165720,94,2581,1331988,8.9%,108.9,0.3%,30998865,982071
2470,30/09/2015,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"10,00,000",,513801,15643699,22,2659,1988650,19.5%,22.8%,-13.8,11118081,110046
2471,01/08/2015,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"50,00,00,000",Late Stage Round 7th (More details),2085434,15445026,126,"2,112",139517,29.2,64.5,34.4,463860577,365963
2472,01/08/2015,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,"4,00,000",,1050786,5205312,222,2291,890459,52.5,32.0,26.4,351324262,205721
2473,03/08/2015,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Funding,,,541161,3414388,313,4443,,30.2%,43.0,8.4,488626669,
2474,03/08/2015,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,"50,00,000",Series A,2125215,735396,448,1451,52656,7.0,60.5%,16.1,455042005,527116
2475,03/08/2015,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,,,2616781,1878585,74,114,842934,-9.5,29.8,2.4,105795560,776488
2476,03/08/2015,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,,897168,16521749,319,4011,507219,18.8,102.9%,-7.1,280945410,1764823
2477,03/08/2015,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,"10,00,00,000",Series B,407414,15693720,47,446,612862,33.2,28.3,-3.0,236684751,1564288
2478,03/08/2015,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Funding,,,690766,10169223,243,3883,425356,,78.5,29.1,460937726,1469081
2479,03/08/2015,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"96,00,000",Series B,3264690,11445179,41,,1039874,13.3,36.3%,0.1,289450313,1922097
2480,04/08/2015,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"13,00,000",Series A,4304203,,190,4214,796943,16.3,30.7,11.4%,65310985,554839
2481,05/08/2015,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"6,50,000",,917849,"3,921,727",305,880,1472067,-25.4,66.3,-0.7,270126308,1944969
2482,05/08/2015,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"13,00,000",,1615578,327439,370,864,706928,14.9%,54.5,33.5,254591825,24876
2483,05/08/2015,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"3,00,00,000",Series A,1732201,13470484,403,2063,1383032,26.6,24.5,-6.3%,"240,082,175",14990
2484,05/08/2015,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"30,00,000",Series A,1816578,803016,264,2123,1054878,11.1,26.5,48.2,,1642210
2485,05/08/2015,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"5,00,000",,1236616,2190012,133,3602,703161,34.5,49.9,-4.3,303342672,873599
2486,05/08/2015,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,,295246,15873203,456,3254,1647036,35.1,98.3,-4.3,197292301,1708055
2487,05/08/2015,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"7,85,000",,2635275,11698344,467,4967,1473305,1.9,105.1,60.1%,394803965,267655
2488,06/08/2015,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Seed Funding,,,1799700,9845147,483,3402,1051884,20.8,26.6%,,165987031,528445
2489,06/08/2015,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"5,00,000",pre Series-A,1724443,4446086,397,1050,1068194,12.9%,37.2,9.1,207380208,1707576
2490,06/08/2015,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"9,00,00,000",Series C,1338739,3079468,,488,1527497,-28.6,53.9,35.3,58192486,57328
2491,06/08/2015,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,,4648110,9383344,43,1366,1539049,8.3,85.0,-28.6,37730477,1842495
2492,06/08/2015,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,,3060215,7234261,288,4918,1424589,-8.6%,48.5%,16.5,,1942188
2493,06/08/2015,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"7,00,000",,2105085,10728909,206,3855,227866,14.7,42.2%,-28.5%,360169673,589157
2494,06/08/2015,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"2,50,00,000",Series C,1042843,3389572,133,3718,460136,25.7%,78.8,10.9,60170646,750638
2495,06/08/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,Series A,4009595,4705761,38,1396,809579,7.6%,,60.9%,117147368,439435
2496,07/08/2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,"6,30,000",,4444059,2346342,110,2370,1150665,-6.0,68.7,-48.8%,302190823,462882
2497,07/08/2015,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"5,00,000",Pre-Series A,180947,8547148,458,3533,789360,16.7%,86.8,,17229402,
2498,07/08/2015,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,Series A,4649739,5598525,454,,1657330,60.9,20.4,-1.4,"254,775,040",1934698
2499,07/08/2015,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,,,3503112,4546868,372,2938,703670,-31.4,52.8%,-15.2,325809138,1352795
2500,07/08/2015,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Seed Funding,,,517158,11035220,55,155,1088324,16.7,80.9%,-28.2%,75330456,
2501,10/08/2015,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,"5,00,000",Pre Series-A,3770720,9998515,344,4281,1396097,1.1,85.1%,37.5,,"13,304"
2502,10/08/2015,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",,554866,4279131,67,4672,755058,3.5,39.4%,14.9,170230571,343556
2503,10/08/2015,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,,,273291,14010746,342,215,1114301,9.9,53.2,-36.5,30385743,522434
2504,10/08/2015,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"2,50,000",QPrize Contest Winners,594325,6939054,21,,1453559,5.1,42.6,-13.5,456526298,"920,948"
2505,10/08/2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,"1,60,00,000",Series A,2309963,6893170,146,4899,771845,24.0,109.9%,-3.7,,481041
2506,10/08/2015,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"2,50,000",,3105454,9610824,65,4770,1941734,,49.6,-29.3%,,849006
2507,10/08/2015,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,"10,00,000",Series A,"2,048,477",2867039,467,4823,1072650,-31.2,108.2%,12.2,179992208,1069065
2508,10/08/2015,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,"3,00,00,000",Series B,627405,8458591,286,4878,1572974,37.6,108.4,16.4,293575724,789225
2509,11/08/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"80,00,000",Series A,1011859,11689695,461,160,1408815,34.6,,16.0,221972292,1423378
2510,11/08/2015,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,"16,00,000",,4264863,2659693,15,797,1628614,-0.1,107.1,60.5,9039722,1351937
2511,11/08/2015,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,"1,00,000",,"4,813,866",11341420,,2522,,13.0,27.7,-13.5,201932041,804029
2512,11/08/2015,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,"2,00,00,000",Series A,3776272,873426,,,1077591,36.4,32.6,-1.8,394581716,267689
2513,11/08/2015,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,"6,30,00,000",,535001,12109384,237,2037,1521372,32.7,60.7%,-3.2%,56705168,"1,973,058"
2514,12/08/2015,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"75,00,000",Series B,1000000000,805628,437,1377,933222,39.1,89.2,31.4%,26312756,887366
2515,12/08/2015,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,"5,00,00,000",Series C,3466104,3584187,28,1308,1702965,19.5,117.1,28.6,15341600,800056
2516,12/08/2015,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,"7,70,000",,2639781,7068562,472,3036,1003580,27.4%,66.7,-18.3%,457757157,1083170
2517,12/08/2015,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"25,00,000",Series A,733327,12331041,19,4890,1478809,40.2%,20.7%,46.1,241285831,1425400
2518,13/08/2015,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,"5,00,000",,4983452,14404161,184,4140,413460,5.1,38.2%,-12.7,291438334,"1,249,269"
2519,13/08/2015,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"2,50,00,000",Series B,,9431664,73,914,360360,20.8,63.8,31.3,319548764,1731380
2520,13/08/2015,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,,239992,2711980,263,782,1129637,-30.9,89.0,29.8%,127576952,309100
2521,13/08/2015,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,"40,00,000",Series A,1065643,"7,810,898",299,1354,1693173,-19.6,78.7,19.9%,283243188,1360571
2522,14/08/2015,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,"1,00,000",,2018299,15760904,322,3679,1467925,22.0,107.6%,1.8,48121710,1664679
2523,14/08/2015,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"2,45,000",,330387,1897315,400,90,664113,25.1,46.6,2.2,117837962,1417374
2524,14/08/2015,VanityCube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Funding,,,1633204,14341918,376,3536,1711902,4.3%,74.0,22.0,368574729,1117556
2525,17/08/2015,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,"2,20,000",,2352650,7776906,474,2922,1331984,-0.1,34.4,23.2%,407160577,664001
2526,17/08/2015,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,,4744254,178475,227,3316,1112849,4.9,84.5,27.7,66985026,1917604
2527,17/08/2015,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"1,60,000",,450147,13922285,91,4310,1981940,15.8,96.2%,27.7%,129534429,1492239
2528,17/08/2015,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Equity,,pre series A,2892767,632282,82,2975,1558342,-34.3%,71.3,18.6,233162643,740929
2529,17/08/2015,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Seed Funding,,,4580490,7456053,141,3128,589354,21.3,64.8%,45.3%,313959443,1962085
2530,17/08/2015,MSM Box,Beauty & Lifestyle platform,,New Delhi,Rohit Goel,Seed Funding,,,4034831,3981160,303,2426,,12.6%,,-5.0,11226243,1830847
2531,17/08/2015,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"3,10,000",,4626208,11721363,31,"3,275",540494,16.9,,11.1%,315554811,824930
2532,17/08/2015,Gadgets 360,Car & Bike ecommerce platform,,New Delhi,One97 Communications,Private Equity,,Strategic Investment,868299,1216806,477,1932,353441,9.5,80.6%,-4.0,456753345,203023
2533,18/08/2015,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,"1,50,00,000",Series B,4010688,1911882,494,378,364408,-15.7,101.5,71.1,432691086,434596
2534,18/08/2015,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"42,00,000",Series A,4893598,10673727,86,175,1045328,-10.0%,22.4,29.1,386367725,1942354
2535,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"10,00,000",,1643642,19879355,391,"3,588",1968157,42.5,45.1%,35.3,79435449,1917253
2536,18/08/2015,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,,2503224,888582,300,"3,205",1298120,-0.9,68.2%,21.2%,"296,347,903",1556351
2537,18/08/2015,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,,Series A,2663589,9268871,,2074,853928,28.2,73.6,8.6,319494088,275823
2538,18/08/2015,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,"10,00,000",Series A,2478486,16072652,,3744,496496,-9.6,60.5,76.8,114504074,874578
2539,19/08/2015,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Funding,,,1463113,"5,886,001",289,2394,1567752,11.7,53.7,40.4%,,1208602
2540,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,"24,00,000",,4855005,9909945,165,1311,1097391,3.2,65.0,2.0,257567485,160913
2541,19/08/2015,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,,4783353,16789813,283,2945,98574,6.3,56.6,3.2,43837370,
2542,19/08/2015,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,"2,00,00,000",,1916047,14586291,72,1920,932263,5.2,,15.5%,85517227,1612358
2543,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,"1,56,000",,4030354,5934919,130,4878,360929,40.9,89.3,-3.5,233200875,1621360
2544,20/08/2015,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,"6,00,000",,"1,999,674",15038980,486,3620,996058,50.5,97.1%,1.3,428844124,849371
2545,20/08/2015,Bluegape.com,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"6,00,000",,3978156,13547753,96,,126462,16.8,,-28.0,185668839,"1,457,609"
2546,21/08/2015,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"5,00,000",,2932068,10184602,301,3455,427090,3.7,116.6,-49.9,420842984,1270011
2547,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Funding,"3,00,000",,2361444,8878528,152,3435,1631288,,118.7,59.4,115723099,845777
2548,24/08/2015,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,"4,00,000",,657701,18514721,235,,338093,-16.0,76.9%,-2.7%,100215677,882902
2549,24/08/2015,iZofy,Scientific Horoscope Online Assistance platform,,Kolkata,Prime Capital Markets Ltd,Seed Funding,,,3279862,17498177,127,2187,,,99.4,2.4,468074184,1559912
2550,24/08/2015,rBus,Tech enabled AC bus service,,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,,1619006,19805791,286,4117,441809,,74.6,11.7%,231144329,461094
2551,25/08/2015,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"10,00,000",pre-series A,,13540124,280,220,1846330,3.2,46.1,27.4,113938748,1705074
2552,25/08/2015,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"30,00,000",Series A,982177,,310,3348,"1,896,100",,27.0,29.4,364997555,166811
2553,25/08/2015,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"40,00,000",Series A,4909750,2281353,157,2716,1327548,-40.0%,54.4,35.7,332781595,457281
2554,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,"2,50,000",,534351,2604696,291,91,1561006,-13.0,38.5%,24.4,51338592,1976006
2555,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,"1,00,000",,,19028760,365,3321,1819084,-14.8,112.2%,3.3,486701185,1278054
2556,26/08/2015,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"4,00,000",,4333400,7328439,,61,591814,-1.3,117.1,41.6%,60433018,516802
2557,26/08/2015,EzySolare,solar products and services marketplace,,Ahmedabad,Infuse Ventures,Seed Funding,,,174643,2297802,286,"3,535",817776,17.2%,73.2,5.5,10690265,"163,424"
2558,26/08/2015,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,"5,00,000",,2954869,4544742,153,2645,55748,32.6,76.3,35.8,423418867,907593
2559,27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,,Bangalore,Group of Investors,Seed Funding,,,2895475,515544,268,3059,,-1.3%,113.0,-28.5,70289574,1787987
2560,27/08/2015,Eazy Coach,Education Marketplace,,Kolkata,Ravi Agarwal,Seed Funding,,,"1,806,190",10667012,270,,1851663,2.8,,42.5,240002361,1146334
2561,27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,,New Delhi,Ibibo Group,Private Equity,,Strategic Investment,"3,340,237",11859966,475,1536,55241,9.6%,36.2%,-12.3%,351140765,139792
2562,28/08/2015,BetterButter.in,online recipe sharing platform,,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,,2055173,,191,3131,1423014,-4.1,115.2,-26.3,"366,061,097",1563074
2563,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,"20,00,000",Pre-Series A,2209664,14908031,164,1144,"931,865",20.4,77.1%,-22.5,85419483,"1,002,772"
2564,28/08/2015,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,"1,60,000",,2168964,9660943,376,3805,1930042,21.0%,22.1,15.1%,407425743,555089
2565,29/08/2015,iamwire,Digital Media publishing platform,,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,,4007358,19202785,319,495,1181474,-42.4,39.6,67.1%,239735077,1032647
2566,31/08/2015,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"3,00,000",,3173082,15287432,216,751,810625,24.8,99.7,5.1,306596110,1536428
2567,31/08/2015,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"40,00,000",Series A,1907654,1598548,5,"3,529",201270,14.5,32.8,7.2,457928419,1506517
2568,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,Bridge Round,4635311,5553017,353,335,1121805,17.2%,105.1,29.2%,343039284,259099
2569,01/07/2015,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,,,,,369,4855,1962472,35.6,98.6,-4.4,106375811,421022
2570,01/07/2015,Retigence Technologies,Business IT Intelligence Services,,Mumbai,Omnivore Partners,Private Equity,,Series A,4665242,10795747,465,,25819,-23.7,23.5,6.3,,1636722
2571,01/07/2015,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"10,00,000",,3657894,15089056,253,2648,8881,-13.1%,53.1,1.3%,243611995,608296
2572,01/07/015,HandyHome,Hyperlocal Electronics repair Service,,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,"6,30,000",,,6769708,259,4921,1780660,10.6,70.7,59.2,465798544,1808677
2573,01/07/2015,iDreamCareer,Ed-Tech Platform,,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,,,3869249,858999,108,3382,534974,-34.4%,27.6,11.9%,429577512,274715
2574,01/07/2015,Ola Cabs,Cab rental Mobile app,,Bangalore,Ratan Tata,Private Equity,,Personal Investment,1659727,15720721,232,3180,1215664,7.8,78.0,28.7%,487656060,"1,807,451"
2575,01/07/2015,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,"1,35,00,000",Series A,1369225,15722085,5,3478,1231281,28.9,118.0%,-7.8,68323937,997329
2576,02/07/2015,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,"6,00,00,000",Series C\\n(More here),2266211,12826778,252,3545,960185,19.9,80.0,-18.5,477004517,95042
2577,02/07/2015,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,"50,00,000",Series A,4847132,8146896,354,849,995326,13.6,69.4,26.6,289366011,
2578,02/07/2015,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"1,61,000",,2848312,269244,394,1578,1376020,7.3,106.7%,16.3,203957391,1001087
2579,03/07/2015,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,"65,00,000",Series A,1930791,14584287,333,999,478473,3.4%,116.4%,35.8,294837389,189001
2580,03/07/2015,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay Shekhar Sharma,Private Equity,,Pre-Series A,2319853,13235021,403,1098,359504,,110.1,-12.2,127255255,1781105
2581,03/07/2015,Gingercrush,Custom Merchandize platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"10,00,000",,1470257,13386424,334,1080,1973508,16.6,23.7%,7.7,76615775,"43,386"
2582,04/07/2015,Elanic,P2P Pre-owned goods marketplace,,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,,,,3486223,391,3207,17420,-19.0%,30.0%,-22.2%,"402,116,097",1587498
2583,04/07/2015,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,"3,95,000",,1765115,14651257,221,,"377,835",41.3%,81.5,-2.4,289652751,1745545
2584,05/07/2015,Urban Tailor,Online Tailoring Services,,Bangalore,Group of angel investors,Seed Funding,,,2780907,14517028,303,2817,1458870,-2.8%,42.7,-26.1%,387903292,1762848
2585,06/07/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,,Bangalore,Pravin Agarwala & others,Seed Funding,,,1861694,17163894,321,127,1136746,23.2%,72.1%,2.9,293159563,401851
2586,06/07/2015,Paper Boat,Ethnic Beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,"3,00,00,000",Series B,1617163,11390039,288,3476,644492,13.6,103.9,42.7,93367322,1434046
2587,06/07/2015,getNow,Hyperlocal Goods marketplace,,Nagpur,Atulya Mittal,Seed Funding,,,4851773,14657707,287,2728,"231,856",-11.1%,113.8,-11.5,293730899,1433931
